# k1/kF k2/kF k3/kF P(k1) P(k2)       P(k3)       B0+BSN        BSN    N_tr    B2      B4
# 
34 28 16 3.51401558e+01 4.90490913e+01 1.04202759e+02 2.47341973e+04 1.03859775e+04 9.53181600e+06 4.02442261e+03 -4.05037964e+02
34 28 18 3.51401558e+01 4.90490913e+01 8.87933197e+01 2.44229570e+04 9.69902051e+03 1.08473280e+07 5.60184570e+03 7.23093445e+02
34 28 20 3.51401558e+01 4.90490913e+01 7.83916702e+01 2.10441621e+04 9.23531152e+03 1.20506640e+07 5.34708057e+03 2.12294702e+03
34 28 22 3.51401558e+01 4.90490913e+01 7.16902695e+01 2.23456738e+04 8.93656055e+03 1.31246640e+07 4.25179590e+03 3.43146790e+02
34 28 24 3.51401558e+01 4.90490913e+01 6.20309181e+01 1.94821055e+04 8.50594434e+03 1.43172720e+07 1.93369446e+03 1.10699364e+02
34 28 26 3.51401558e+01 4.90490913e+01 5.08500633e+01 1.93705371e+04 8.00749805e+03 1.56919450e+07 7.43343445e+02 1.62201160e+03
34 28 28 3.51401558e+01 4.90490913e+01 4.90490913e+01 1.78894629e+04 7.92720996e+03 1.66891200e+07 1.78571106e+03 -9.23627747e+02
34 30 4 3.51401558e+01 4.34838142e+01 3.98782349e+02 6.35734570e+04 2.32703242e+04 1.20732600e+06 2.45387188e+04 -1.61620251e+03
34 30 6 3.51401558e+01 4.34838142e+01 3.13019745e+02 6.23127695e+04 1.94470020e+04 3.70136600e+06 1.69234844e+04 4.50012842e+03
34 30 8 3.51401558e+01 4.34838142e+01 2.20283844e+02 4.28526133e+04 1.53128066e+04 5.17641600e+06 1.05797852e+04 -1.54012097e+03
34 30 10 3.51401558e+01 4.34838142e+01 1.90377258e+02 3.71606758e+04 1.39795615e+04 6.50229600e+06 4.61253760e+03 2.92189917e+03
34 30 12 3.51401558e+01 4.34838142e+01 1.56465820e+02 3.16515430e+04 1.24677793e+04 7.69766450e+06 6.34046484e+03 5.37148633e+03
34 30 14 3.51401558e+01 4.34838142e+01 1.31471008e+02 2.87994785e+04 1.13535020e+04 8.99436000e+06 4.20266699e+03 2.27130884e+03
34 30 16 3.51401558e+01 4.34838142e+01 1.04202759e+02 2.40767559e+04 1.01378760e+04 1.02436080e+07 1.03244849e+03 -6.64484229e+03
34 30 18 3.51401558e+01 4.34838142e+01 8.87933197e+01 2.29915020e+04 9.45091797e+03 1.16498880e+07 4.93866357e+03 -1.45768890e+02
34 30 20 3.51401558e+01 4.34838142e+01 7.83916702e+01 2.12779219e+04 8.98720996e+03 1.29519850e+07 4.33310205e+03 3.63568799e+03
34 30 22 3.51401558e+01 4.34838142e+01 7.16902695e+01 2.05432012e+04 8.68845898e+03 1.41064320e+07 2.89332373e+03 1.83851575e+03
34 30 24 3.51401558e+01 4.34838142e+01 6.20309181e+01 1.89872676e+04 8.25784180e+03 1.53784080e+07 3.06589136e+03 -2.43558154e+03
34 30 26 3.51401558e+01 4.34838142e+01 5.08500633e+01 1.82899258e+04 7.75939600e+03 1.68586320e+07 1.54881580e+03 -6.61954834e+02
34 30 28 3.51401558e+01 4.34838142e+01 4.90490913e+01 1.73237539e+04 7.67910840e+03 1.79280480e+07 2.35030640e+03 -2.09604660e+02
34 30 30 3.51401558e+01 4.34838142e+01 4.34838142e+01 1.74417109e+04 7.43100635e+03 1.92661920e+07 -5.10016518e+01 2.01942371e+03
34 32 2 3.51401558e+01 3.97891655e+01 6.35353516e+02 1.05878656e+05 3.36520312e+04 6.10364000e+05 5.84083906e+04 9.96960449e+02
34 32 4 3.51401558e+01 3.97891655e+01 3.98782349e+02 7.00059219e+04 2.31056152e+04 2.67606200e+06 2.31353848e+04 -4.51698608e+02
34 32 6 3.51401558e+01 3.97891655e+01 3.13019745e+02 5.41185156e+04 1.92822930e+04 4.09267200e+06 1.16053271e+04 -9.22761230e+02
34 32 8 3.51401558e+01 3.97891655e+01 2.20283844e+02 3.84352852e+04 1.51480977e+04 5.57517600e+06 8.23145215e+03 4.86212842e+03
34 32 10 3.51401558e+01 3.97891655e+01 1.90377258e+02 3.51263242e+04 1.38148525e+04 7.00065600e+06 4.39443457e+03 1.98202405e+03
34 32 12 3.51401558e+01 3.97891655e+01 1.56465820e+02 3.14262207e+04 1.23030703e+04 8.29058400e+06 4.93155908e+03 2.94122388e+03
34 32 14 3.51401558e+01 3.97891655e+01 1.31471008e+02 2.71174414e+04 1.11887939e+04 9.69192000e+06 3.51400073e+03 3.16601929e+03
34 32 16 3.51401558e+01 3.97891655e+01 1.04202759e+02 2.49841934e+04 9.97316699e+03 1.10282880e+07 4.12435742e+03 3.78100250e+02
34 32 18 3.51401558e+01 3.97891655e+01 8.87933197e+01 2.23297246e+04 9.28620996e+03 1.25491920e+07 2.30129248e+03 -7.66204346e+02
34 32 20 3.51401558e+01 3.97891655e+01 7.83916702e+01 2.12475332e+04 8.82250098e+03 1.39522080e+07 3.13995361e+03 1.68901099e+03
34 32 22 3.51401558e+01 3.97891655e+01 7.16902695e+01 1.97510430e+04 8.52375000e+03 1.51833120e+07 3.27958069e+02 7.15668762e+02
34 32 24 3.51401558e+01 3.97891655e+01 6.20309181e+01 1.84615117e+04 8.09313330e+03 1.65609120e+07 2.96773926e+03 8.75742920e+02
34 32 26 3.51401558e+01 3.97891655e+01 5.08500633e+01 1.67858477e+04 7.59468750e+03 1.81599600e+07 5.05510750e+01 1.15242188e+03
34 32 28 3.51401558e+01 3.97891655e+01 4.90490913e+01 1.68328945e+04 7.51439941e+03 1.93049760e+07 2.30899976e+03 -4.59911774e+02
34 32 30 3.51401558e+01 3.97891655e+01 4.34838142e+01 1.66526836e+04 7.26629785e+03 2.07443040e+07 7.07986084e+02 1.41995163e+02
34 32 32 3.51401558e+01 3.97891655e+01 3.97891655e+01 1.53929102e+04 7.10158936e+03 2.23491120e+07 1.63056421e+03 -2.32488989e+03
34 34 2 3.51401558e+01 3.51401558e+01 6.35353516e+02 1.07953164e+05 3.34447773e+04 1.17201600e+06 2.98596719e+04 -1.03307295e+04
34 34 4 3.51401558e+01 3.51401558e+01 3.98782349e+02 5.83341328e+04 2.28983613e+04 2.91136800e+06 -4.10452881e+03 -2.11061499e+03
34 34 6 3.51401558e+01 3.51401558e+01 3.13019745e+02 5.16028086e+04 1.90750391e+04 4.33977600e+06 7.29281152e+03 6.24233447e+03
34 34 8 3.51401558e+01 3.51401558e+01 2.20283844e+02 3.42132734e+04 1.49408438e+04 5.90606400e+06 6.55514746e+03 -6.10317480e+03
34 34 10 3.51401558e+01 3.51401558e+01 1.90377258e+02 3.37409570e+04 1.36075986e+04 7.42329650e+06 1.38264844e+03 -1.02492050e+02
34 34 12 3.51401558e+01 3.51401558e+01 1.56465820e+02 3.01375293e+04 1.20958164e+04 8.78032800e+06 4.39354346e+03 5.69090723e+03
34 34 14 3.51401558e+01 3.51401558e+01 1.31471008e+02 2.44089160e+04 1.09815400e+04 1.02639840e+07 7.74199402e+02 5.80816211e+03
34 34 16 3.51401558e+01 3.51401558e+01 1.04202759e+02 2.31547539e+04 9.76591309e+03 1.16964720e+07 -1.19622852e+03 -5.48672852e+03
34 34 18 3.51401558e+01 3.51401558e+01 8.87933197e+01 2.26474277e+04 9.07895508e+03 1.32975600e+07 3.63442383e+03 -6.59496521e+02
34 34 20 3.51401558e+01 3.51401558e+01 7.83916702e+01 2.01080195e+04 8.61524707e+03 1.47782880e+07 -4.95247070e+02 4.68927399e+02
34 34 22 3.51401558e+01 3.51401558e+01 7.16902695e+01 2.01564199e+04 8.31649609e+03 1.60931280e+07 3.24872168e+03 1.24293506e+03
34 34 24 3.51401558e+01 3.51401558e+01 6.20309181e+01 1.82554277e+04 7.88587939e+03 1.75575600e+07 4.46011621e+03 -1.92597412e+02
34 34 26 3.51401558e+01 3.51401558e+01 5.08500633e+01 1.63658760e+04 7.38743311e+03 1.92326640e+07 -7.97279968e+01 7.46328430e+01
34 34 28 3.51401558e+01 3.51401558e+01 4.90490913e+01 1.61579551e+04 7.30714551e+03 2.04658560e+07 1.16157446e+03 -7.15830933e+02
34 34 30 3.51401558e+01 3.51401558e+01 4.34838142e+01 1.59345908e+04 7.05904395e+03 2.19792720e+07 1.07425159e+03 1.00718378e+03
34 34 32 3.51401558e+01 3.51401558e+01 3.97891655e+01 1.56241377e+04 6.89433496e+03 2.36724240e+07 9.15417297e+02 -1.07926697e+03
34 34 34 3.51401558e+01 3.51401558e+01 3.51401558e+01 1.46264473e+04 6.68708105e+03 2.50899140e+07 1.60682898e+03 8.60350891e+02
36 18 18 3.17435570e+01 8.87933197e+01 8.87933197e+01 3.46592812e+04 1.13194082e+04 3.58896575e+06 1.55383965e+04 3.89084399e+03
36 20 16 3.17435570e+01 7.83916702e+01 1.04202759e+02 4.00924062e+04 1.15426572e+04 3.53412225e+06 2.48481836e+04 5.76131787e+03
36 20 18 3.17435570e+01 7.83916702e+01 8.87933197e+01 3.17489004e+04 1.08557002e+04 8.06427800e+06 1.75625488e+04 6.20393604e+03
36 20 20 3.17435570e+01 7.83916702e+01 7.83916702e+01 2.86795684e+04 1.03919912e+04 9.18907200e+06 1.18311299e+04 -9.97538757e+02
36 22 14 3.17435570e+01 7.16902695e+01 1.31471008e+02 4.03220742e+04 1.24595332e+04 3.39669800e+06 2.60472461e+04 1.08494131e+04
36 22 16 3.17435570e+01 7.16902695e+01 1.04202759e+02 3.43622031e+04 1.12439072e+04 7.72326600e+06 1.75558906e+04 3.18427417e+03
36 22 18 3.17435570e+01 7.16902695e+01 8.87933197e+01 2.92030527e+04 1.05569492e+04 8.99892000e+06 8.54780078e+03 -1.67794754e+02
36 22 20 3.17435570e+01 7.16902695e+01 7.83916702e+01 2.70761875e+04 1.00932402e+04 1.00062960e+07 1.04693545e+04 -1.63041138e+03
36 22 22 3.17435570e+01 7.16902695e+01 7.16902695e+01 2.55414473e+04 9.79449023e+03 1.08905280e+07 8.48178613e+03 3.82298730e+03
36 24 12 3.17435570e+01 6.20309181e+01 1.56465820e+02 4.32325195e+04 1.31431934e+04 3.15458625e+06 2.31480352e+04 5.79493164e+03
36 24 14 3.17435570e+01 6.20309181e+01 1.31471008e+02 3.70845977e+04 1.20289160e+04 7.39834150e+06 2.34524297e+04 8.13636572e+03
36 24 16 3.17435570e+01 6.20309181e+01 1.04202759e+02 3.10524434e+04 1.08132900e+04 8.62879200e+06 1.07827725e+04 4.41106836e+03
36 24 18 3.17435570e+01 6.20309181e+01 8.87933197e+01 2.70180117e+04 1.01263320e+04 9.82032000e+06 8.73823926e+03 1.89457910e+03
36 24 20 3.17435570e+01 6.20309181e+01 7.83916702e+01 2.47509668e+04 9.66262402e+03 1.09098240e+07 6.59830615e+03 -1.86594446e+03
36 24 22 3.17435570e+01 6.20309181e+01 7.16902695e+01 2.30621445e+04 9.36387305e+03 1.18814640e+07 6.01905811e+03 -1.00715820e+03
36 24 24 3.17435570e+01 6.20309181e+01 6.20309181e+01 2.22723926e+04 8.93325586e+03 1.29580320e+07 5.39930078e+03 3.43656812e+03
36 26 10 3.17435570e+01 5.08500633e+01 1.90377258e+02 4.33472656e+04 1.41565293e+04 2.91163400e+06 2.84522559e+04 1.66008477e+04
36 26 12 3.17435570e+01 5.08500633e+01 1.56465820e+02 3.73979102e+04 1.26447471e+04 6.93995400e+06 1.62546270e+04 2.90143555e+03
36 26 14 3.17435570e+01 5.08500633e+01 1.31471008e+02 3.25726406e+04 1.15304707e+04 8.30496050e+06 1.22698447e+04 5.80700317e+02
36 26 16 3.17435570e+01 5.08500633e+01 1.04202759e+02 2.73400371e+04 1.03148438e+04 9.45952800e+06 7.25286377e+03 -3.50509125e+02
36 26 18 3.17435570e+01 5.08500633e+01 8.87933197e+01 2.38143281e+04 9.62788672e+03 1.07593920e+07 6.90376416e+03 -4.70560608e+02
36 26 20 3.17435570e+01 5.08500633e+01 7.83916702e+01 2.39155957e+04 9.16417773e+03 1.19612640e+07 6.06437207e+03 5.01955048e+02
36 26 22 3.17435570e+01 5.08500633e+01 7.16902695e+01 2.19342539e+04 8.86542676e+03 1.30235280e+07 5.29893799e+03 1.42783142e+03
36 26 24 3.17435570e+01 5.08500633e+01 6.20309181e+01 1.96994590e+04 8.43481055e+03 1.42014490e+07 2.71731543e+03 5.30530090e+02
36 26 26 3.17435570e+01 5.08500633e+01 5.08500633e+01 1.75856348e+04 7.93636426e+03 1.55683200e+07 2.68314136e+03 -1.23912268e+03
36 28 8 3.17435570e+01 4.90490913e+01 2.20283844e+02 4.98490078e+04 1.54094863e+04 2.42160200e+06 2.44404922e+04 3.12768994e+03
36 28 10 3.17435570e+01 4.90490913e+01 1.90377258e+02 4.06099883e+04 1.40762412e+04 6.22815000e+06 1.73257656e+04 9.15711523e+03
36 28 12 3.17435570e+01 4.90490913e+01 1.56465820e+02 3.48963086e+04 1.25644590e+04 7.56007200e+06 1.06654766e+04 6.53057434e+02
36 28 14 3.17435570e+01 4.90490913e+01 1.31471008e+02 3.07770020e+04 1.14501826e+04 8.83303200e+06 1.01332920e+04 6.53040588e+02
36 28 16 3.17435570e+01 4.90490913e+01 1.04202759e+02 2.60450137e+04 1.02345557e+04 1.00649760e+07 8.52468164e+03 2.53823950e+03
36 28 18 3.17435570e+01 4.90490913e+01 8.87933197e+01 2.40965801e+04 9.54759863e+03 1.14412800e+07 5.95589502e+03 -2.05426123e+03
36 28 20 3.17435570e+01 4.90490913e+01 7.83916702e+01 2.26489629e+04 9.08388965e+03 1.27224720e+07 3.89217285e+03 -1.51956213e+03
36 28 22 3.17435570e+01 4.90490913e+01 7.16902695e+01 2.12434453e+04 8.78513965e+03 1.38446640e+07 6.42187109e+03 -3.68773613e+01
36 28 24 3.17435570e+01 4.90490913e+01 6.20309181e+01 1.90437305e+04 8.35452246e+03 1.51041360e+07 2.87068652e+03 3.89133521e+03
36 28 26 3.17435570e+01 4.90490913e+01 5.08500633e+01 1.78754707e+04 7.85607617e+03 1.65576230e+07 3.91594360e+03 9.67791565e+02
36 28 28 3.17435570e+01 4.90490913e+01 4.90490913e+01 1.74367012e+04 7.77578857e+03 1.76140560e+07 1.72049768e+03 -5.47278320e+02
36 30 6 3.17435570e+01 4.34838142e+01 3.13019745e+02 6.63666016e+04 1.92955801e+04 1.88531012e+06 3.95256562e+04 9.00247070e+03
36 30 8 3.17435570e+01 4.34838142e+01 2.20283844e+02 4.61942578e+04 1.51613848e+04 5.31673800e+06 1.32634834e+04 4.45854395e+03
36 30 10 3.17435570e+01 4.34838142e+01 1.90377258e+02 3.84191602e+04 1.38281396e+04 6.85934400e+06 1.17013213e+04 2.95454834e+03
36 30 12 3.17435570e+01 4.34838142e+01 1.56465820e+02 3.20021895e+04 1.23163574e+04 8.12061550e+06 7.16836523e+03 8.25822815e+02
36 30 14 3.17435570e+01 4.34838142e+01 1.31471008e+02 2.86690430e+04 1.12020811e+04 9.50160000e+06 6.25423633e+03 8.92545959e+02
36 30 16 3.17435570e+01 4.34838142e+01 1.04202759e+02 2.56311465e+04 9.98645410e+03 1.08053280e+07 4.43308643e+03 -1.73076123e+03
36 30 18 3.17435570e+01 4.34838142e+01 8.87933197e+01 2.24946270e+04 9.29949707e+03 1.22945270e+07 2.85480835e+03 2.90030908e+03
36 30 20 3.17435570e+01 4.34838142e+01 7.83916702e+01 2.05482656e+04 8.83578809e+03 1.36638730e+07 1.94071521e+03 4.19757178e+03
36 30 22 3.17435570e+01 4.34838142e+01 7.16902695e+01 2.01544727e+04 8.53703711e+03 1.48776720e+07 3.65979590e+03 1.01893744e+03
36 30 24 3.17435570e+01 4.34838142e+01 6.20309181e+01 1.89721777e+04 8.10642041e+03 1.62273360e+07 4.59925342e+03 2.99939722e+03
36 30 26 3.17435570e+01 4.34838142e+01 5.08500633e+01 1.69234199e+04 7.60797461e+03 1.77903360e+07 3.62349561e+03 -8.44987106e+00
36 30 28 3.17435570e+01 4.34838142e+01 4.90490913e+01 1.66258789e+04 7.52768701e+03 1.89192240e+07 3.62416504e+03 -8.55020447e+01
36 30 30 3.17435570e+01 4.34838142e+01 4.34838142e+01 1.65300957e+04 7.27958496e+03 2.03214720e+07 1.49474866e+03 -1.09621796e+02
36 32 4 3.17435570e+01 3.97891655e+01 3.98782349e+02 6.49248242e+04 2.29541953e+04 1.37301800e+06 1.00419580e+04 -6.87673486e+03
36 32 6 3.17435570e+01 3.97891655e+01 3.13019745e+02 5.73265898e+04 1.91308711e+04 4.20631400e+06 2.01017578e+04 7.40661377e+03
36 32 8 3.17435570e+01 3.97891655e+01 2.20283844e+02 4.16931875e+04 1.49966758e+04 5.88189600e+06 1.26402119e+04 -8.28346680e+02
36 32 10 3.17435570e+01 3.97891655e+01 1.90377258e+02 3.59896875e+04 1.36634307e+04 7.39060850e+06 5.90650195e+03 -1.14193375e+02
36 32 12 3.17435570e+01 3.97891655e+01 1.56465820e+02 3.19733750e+04 1.21516494e+04 8.74524000e+06 6.16257227e+03 -2.89763623e+03
36 32 14 3.17435570e+01 3.97891655e+01 1.31471008e+02 2.70646992e+04 1.10373721e+04 1.02213600e+07 1.41104980e+03 1.99321460e+03
36 32 16 3.17435570e+01 3.97891655e+01 1.04202759e+02 2.34041836e+04 9.82174609e+03 1.16400720e+07 5.27918066e+03 -1.75115503e+03
36 32 18 3.17435570e+01 3.97891655e+01 8.87933197e+01 2.06469785e+04 9.13478809e+03 1.32415200e+07 6.86757751e+02 -1.31658737e+02
36 32 20 3.17435570e+01 3.97891655e+01 7.83916702e+01 1.98475332e+04 8.67107910e+03 1.47146640e+07 3.07832983e+03 -9.45470032e+02
36 32 22 3.17435570e+01 3.97891655e+01 7.16902695e+01 1.93441289e+04 8.37232910e+03 1.60283760e+07 1.87796033e+03 -2.12692809e+00
36 32 24 3.17435570e+01 3.97891655e+01 6.20309181e+01 1.80081172e+04 7.94171191e+03 1.74795600e+07 3.84798926e+03 2.57341284e+03
36 32 26 3.17435570e+01 3.97891655e+01 5.08500633e+01 1.69463262e+04 7.44326611e+03 1.91561040e+07 1.55246533e+03 1.62516455e+03
36 32 28 3.17435570e+01 3.97891655e+01 4.90490913e+01 1.61778516e+04 7.36297803e+03 2.03718000e+07 2.07526611e+03 1.49806213e+03
36 32 30 3.17435570e+01 3.97891655e+01 4.34838142e+01 1.62257031e+04 7.11487646e+03 2.18895360e+07 2.39792114e+03 -9.34852600e+02
36 32 32 3.17435570e+01 3.97891655e+01 3.97891655e+01 1.47582256e+04 6.95016797e+03 2.35720560e+07 1.77698779e+03 1.69069824e+03
36 34 2 3.17435570e+01 3.51401558e+01 6.35353516e+02 1.03720727e+05 3.32933555e+04 6.85940000e+05 5.12106797e+04 2.56685215e+04
36 34 4 3.17435570e+01 3.51401558e+01 3.98782349e+02 6.43258633e+04 2.27469414e+04 2.99405425e+06 2.88025098e+04 7.37647510e+03
36 34 6 3.17435570e+01 3.51401558e+01 3.13019745e+02 5.19874336e+04 1.89236172e+04 4.57576800e+06 4.73753857e+03 -2.76140332e+03
36 34 8 3.17435570e+01 3.51401558e+01 2.20283844e+02 3.71362734e+04 1.47894219e+04 6.23385550e+06 6.17749121e+03 6.76669189e+03
36 34 10 3.17435570e+01 3.51401558e+01 1.90377258e+02 3.33955352e+04 1.34561768e+04 7.82692800e+06 2.70676782e+03 -1.95594446e+03
36 34 12 3.17435570e+01 3.51401558e+01 1.56465820e+02 2.99173691e+04 1.19443945e+04 9.26911200e+06 4.52109912e+03 1.72143530e+03
36 34 14 3.17435570e+01 3.51401558e+01 1.31471008e+02 2.58009570e+04 1.08301182e+04 1.08365040e+07 4.29544385e+03 -3.74339111e+03
36 34 16 3.17435570e+01 3.51401558e+01 1.04202759e+02 2.28162910e+04 9.61449121e+03 1.23287760e+07 2.73386035e+03 1.06257300e+03
36 34 18 3.17435570e+01 3.51401558e+01 8.87933197e+01 2.11986543e+04 8.92753418e+03 1.40333530e+07 3.10556616e+03 -2.16451245e+03
36 34 20 3.17435570e+01 3.51401558e+01 7.83916702e+01 1.96101777e+04 8.46382520e+03 1.55997610e+07 4.74511523e+03 1.57695642e+03
36 34 22 3.17435570e+01 3.51401558e+01 7.16902695e+01 1.92322207e+04 8.16507471e+03 1.69772640e+07 1.69819263e+03 -6.45143616e+02
36 34 24 3.17435570e+01 3.51401558e+01 6.20309181e+01 1.76428594e+04 7.73445801e+03 1.85197920e+07 3.43803931e+03 7.82204346e+02
36 34 26 3.17435570e+01 3.51401558e+01 5.08500633e+01 1.61176592e+04 7.23601172e+03 2.03028480e+07 1.79713464e+03 9.52517700e+02
36 34 28 3.17435570e+01 3.51401558e+01 4.90490913e+01 1.64959395e+04 7.15572412e+03 2.15887920e+07 2.33182080e+03 1.53462317e+03
36 34 30 3.17435570e+01 3.51401558e+01 4.34838142e+01 1.56268984e+04 6.90762207e+03 2.31933600e+07 2.02606750e+03 -9.10680466e+01
36 34 32 3.17435570e+01 3.51401558e+01 3.97891655e+01 1.46191592e+04 6.74291357e+03 2.49790580e+07 2.24878979e+03 1.85199561e+03
36 34 34 3.17435570e+01 3.51401558e+01 3.51401558e+01 1.42259951e+04 6.53565918e+03 2.64719500e+07 1.97320288e+03 -1.06076526e+03
36 36 2 3.17435570e+01 3.17435570e+01 6.35353516e+02 9.31994766e+04 3.31419336e+04 1.30516800e+06 3.52357539e+04 1.84349238e+04
36 36 4 3.17435570e+01 3.17435570e+01 3.98782349e+02 5.99051914e+04 2.25955195e+04 3.24098400e+06 1.83585254e+04 1.49284241e+03
36 36 6 3.17435570e+01 3.17435570e+01 3.13019745e+02 4.57679492e+04 1.87721953e+04 4.83211200e+06 4.74210986e+03 1.50567932e+03
36 36 8 3.17435570e+01 3.17435570e+01 2.20283844e+02 3.58423516e+04 1.46380000e+04 6.57648000e+06 4.79224707e+03 -4.26857812e+03
36 36 10 3.17435570e+01 3.17435570e+01 1.90377258e+02 3.28474648e+04 1.33047549e+04 8.26221650e+06 8.44597900e+02 -9.25445984e+02
36 36 12 3.17435570e+01 3.17435570e+01 1.56465820e+02 2.77782539e+04 1.17929736e+04 9.77956800e+06 1.44420264e+03 1.02213831e+03
36 36 14 3.17435570e+01 3.17435570e+01 1.31471008e+02 2.52495137e+04 1.06786963e+04 1.14244800e+07 4.05499609e+03 1.42592773e+03
36 36 16 3.17435570e+01 3.17435570e+01 1.04202759e+02 2.22891270e+04 9.46307031e+03 1.30190640e+07 4.02626367e+03 1.15378845e+03
36 36 18 3.17435570e+01 3.17435570e+01 8.87933197e+01 2.10093457e+04 8.77611230e+03 1.48076400e+07 2.18479736e+03 4.20129688e+03
36 36 20 3.17435570e+01 3.17435570e+01 7.83916702e+01 1.98273145e+04 8.31240332e+03 1.64543030e+07 1.11602795e+03 -1.54636768e+03
36 36 22 3.17435570e+01 3.17435570e+01 7.16902695e+01 1.79380742e+04 8.01365332e+03 1.79128080e+07 2.73241553e+03 1.99648952e+00
36 36 24 3.17435570e+01 3.17435570e+01 6.20309181e+01 1.63305645e+04 7.58303613e+03 1.95448560e+07 6.99449829e+02 5.95570312e+02
36 36 26 3.17435570e+01 3.17435570e+01 5.08500633e+01 1.60097285e+04 7.08459033e+03 2.14145760e+07 8.71233398e+02 1.24745068e+03
36 36 28 3.17435570e+01 3.17435570e+01 4.90490913e+01 1.60956924e+04 7.00430225e+03 2.27826240e+07 1.71691980e+03 -3.18372009e+02
36 36 30 3.17435570e+01 3.17435570e+01 4.34838142e+01 1.46094492e+04 6.75620068e+03 2.44745520e+07 2.12402319e+03 -5.98544800e+02
36 36 32 3.17435570e+01 3.17435570e+01 3.97891655e+01 1.44286572e+04 6.59149219e+03 2.63620080e+07 1.07946948e+03 7.15753845e+02
36 36 34 3.17435570e+01 3.17435570e+01 3.51401558e+01 1.42830332e+04 6.38423779e+03 2.79298100e+07 1.39674524e+03 1.58994727e+03
36 36 36 3.17435570e+01 3.17435570e+01 3.17435570e+01 1.26438682e+04 6.23281641e+03 2.94702480e+07 5.66709534e+02 5.43457458e+02
38 20 18 3.00066967e+01 7.83916702e+01 8.87933197e+01 3.53062109e+04 1.07782705e+04 4.24628600e+06 2.07741250e+04 5.46558789e+03
38 20 20 3.00066967e+01 7.83916702e+01 7.83916702e+01 2.93233281e+04 1.03145615e+04 9.44401400e+06 1.09410693e+04 -2.31635815e+03
38 22 16 3.00066967e+01 7.16902695e+01 1.04202759e+02 3.47837031e+04 1.11664766e+04 4.05857000e+06 1.35850117e+04 2.32640601e+03
38 22 18 3.00066967e+01 7.16902695e+01 8.87933197e+01 3.26516855e+04 1.04795195e+04 9.24948600e+06 1.34463750e+04 4.88910352e+03
38 22 20 3.00066967e+01 7.16902695e+01 7.83916702e+01 2.77303633e+04 1.00158105e+04 1.05323280e+07 7.50441455e+03 2.97523169e+03
38 22 22 3.00066967e+01 7.16902695e+01 7.16902695e+01 2.63979746e+04 9.71706055e+03 1.14597600e+07 5.95064746e+03 3.93893628e+03
38 24 14 3.00066967e+01 6.20309181e+01 1.31471008e+02 3.83951680e+04 1.19514863e+04 3.87779000e+06 2.30118418e+04 8.11729639e+03
38 24 16 3.00066967e+01 6.20309181e+01 1.04202759e+02 3.22069902e+04 1.07358604e+04 8.86500600e+06 8.99901660e+03 3.69768335e+03
38 24 18 3.00066967e+01 6.20309181e+01 8.87933197e+01 2.85714863e+04 1.00489023e+04 1.03310640e+07 1.21276055e+04 3.75984888e+03
38 24 20 3.00066967e+01 6.20309181e+01 7.83916702e+01 2.49805664e+04 9.58519434e+03 1.14873840e+07 9.40657520e+03 1.06200378e+03
38 24 22 3.00066967e+01 6.20309181e+01 7.16902695e+01 2.33265430e+04 9.28644336e+03 1.25051530e+07 6.72226074e+03 -6.76171021e+02
38 24 24 3.00066967e+01 6.20309181e+01 6.20309181e+01 2.23513770e+04 8.85582617e+03 1.36378080e+07 5.21300830e+03 4.75722015e+02
38 26 12 3.00066967e+01 5.08500633e+01 1.56465820e+02 3.69635234e+04 1.25673174e+04 3.65405000e+06 1.20480391e+04 8.83940137e+03
38 26 14 3.00066967e+01 5.08500633e+01 1.31471008e+02 3.22642207e+04 1.14530410e+04 8.54043000e+06 1.64724062e+04 7.27818506e+03
38 26 16 3.00066967e+01 5.08500633e+01 1.04202759e+02 2.73812852e+04 1.02374141e+04 9.95155200e+06 8.84966211e+03 1.26099109e+03
38 26 18 3.00066967e+01 5.08500633e+01 8.87933197e+01 2.40072520e+04 9.55045703e+03 1.13291280e+07 7.23970996e+03 3.09890601e+03
38 26 20 3.00066967e+01 5.08500633e+01 7.83916702e+01 2.36492344e+04 9.08674805e+03 1.25867280e+07 6.38614551e+03 1.32574707e+02
38 26 22 3.00066967e+01 5.08500633e+01 7.16902695e+01 2.14923105e+04 8.78799707e+03 1.37038320e+07 3.55920508e+03 1.74440173e+03
38 26 24 3.00066967e+01 5.08500633e+01 6.20309181e+01 1.95615332e+04 8.35738086e+03 1.49520720e+07 3.81580005e+03 -1.23854846e+03
