# k1/kF k2/kF k3/kF P(k1) P(k2)       P(k3)       B0+BSN        BSN    N_tr    B2      B4
# 
38 34 26 3.00066967e+01 3.51401558e+01 5.08500633e+01 1.63284512e+04 7.15858203e+03 2.13687120e+07 2.40060767e+03 -2.23558578e+02
38 34 28 3.00066967e+01 3.51401558e+01 4.90490913e+01 1.57438662e+04 7.07829443e+03 2.27202960e+07 8.17831299e+02 -1.31510193e+03
38 34 30 3.00066967e+01 3.51401558e+01 4.34838142e+01 1.51496982e+04 6.83019238e+03 2.44158960e+07 3.09514331e+03 -1.03362463e+03
38 34 32 3.00066967e+01 3.51401558e+01 3.97891655e+01 1.48793145e+04 6.66548389e+03 2.62933440e+07 1.12683484e+03 1.95258942e+02
38 34 34 3.00066967e+01 3.51401558e+01 3.51401558e+01 1.43669951e+04 6.45822949e+03 2.78522880e+07 1.88546411e+03 1.74304614e+03
38 36 2 3.00066967e+01 3.17435570e+01 6.35353516e+02 8.57344922e+04 3.30645039e+04 7.65740000e+05 1.62937744e+04 5.34897852e+03
38 36 4 3.00066967e+01 3.17435570e+01 3.98782349e+02 6.08409297e+04 2.25180898e+04 3.32878200e+06 2.44285645e+04 8.80407520e+03
38 36 6 3.00066967e+01 3.17435570e+01 3.13019745e+02 4.76699453e+04 1.86947656e+04 5.07916800e+06 1.18241035e+04 2.08148853e+03
38 36 8 3.00066967e+01 3.17435570e+01 2.20283844e+02 3.74081719e+04 1.45605703e+04 6.92275200e+06 6.10655225e+03 -1.72256226e+03
38 36 10 3.00066967e+01 3.17435570e+01 1.90377258e+02 3.19084883e+04 1.32273252e+04 8.69152800e+06 4.69336914e+03 5.54307275e+03
38 36 12 3.00066967e+01 3.17435570e+01 1.56465820e+02 2.93176660e+04 1.17155439e+04 1.02965040e+07 5.13413770e+03 2.27625439e+03
38 36 14 3.00066967e+01 3.17435570e+01 1.31471008e+02 2.51608418e+04 1.06012666e+04 1.20328080e+07 2.90552612e+03 -4.50224579e+02
38 36 16 3.00066967e+01 3.17435570e+01 1.04202759e+02 2.22567070e+04 9.38564062e+03 1.36963440e+07 4.82265479e+03 1.04593689e+02
38 36 18 3.00066967e+01 3.17435570e+01 8.87933197e+01 2.06955449e+04 8.69868262e+03 1.55792400e+07 5.05979736e+03 2.01690491e+03
38 36 20 3.00066967e+01 3.17435570e+01 7.83916702e+01 1.84615488e+04 8.23497363e+03 1.73249760e+07 2.49157349e+03 2.62935352e+03
38 36 22 3.00066967e+01 3.17435570e+01 7.16902695e+01 1.75071289e+04 7.93622363e+03 1.88526960e+07 2.83023486e+03 1.89239795e+03
38 36 24 3.00066967e+01 3.17435570e+01 6.20309181e+01 1.66681934e+04 7.50560645e+03 2.05668960e+07 1.85071167e+03 9.68325195e+02
38 36 26 3.00066967e+01 3.17435570e+01 5.08500633e+01 1.58367451e+04 7.00716064e+03 2.25478320e+07 7.28737976e+02 6.20136475e+02
38 36 28 3.00066967e+01 3.17435570e+01 4.90490913e+01 1.52044082e+04 6.92687256e+03 2.39734080e+07 1.14366638e+03 -4.59644623e+02
38 36 30 3.00066967e+01 3.17435570e+01 4.34838142e+01 1.46879561e+04 6.67877100e+03 2.57585520e+07 2.27393042e+03 2.53550842e+02
38 36 32 3.00066967e+01 3.17435570e+01 3.97891655e+01 1.40899453e+04 6.51406250e+03 2.77388180e+07 2.20049658e+03 -2.78411896e+02
38 36 34 3.00066967e+01 3.17435570e+01 3.51401558e+01 1.40502520e+04 6.30680811e+03 2.94019440e+07 1.11474109e+03 5.61291016e+02
38 36 36 3.00066967e+01 3.17435570e+01 3.17435570e+01 1.29932959e+04 6.15538672e+03 3.10096080e+07 9.63699097e+02 1.00783325e+03
38 38 2 3.00066967e+01 3.00066967e+01 6.35353516e+02 9.43361953e+04 3.29870742e+04 1.44595200e+06 2.71036602e+04 2.48495776e+03
38 38 4 3.00066967e+01 3.00066967e+01 3.98782349e+02 5.93627148e+04 2.24406602e+04 3.58821600e+06 1.56384902e+04 -3.25079565e+03
38 38 6 3.00066967e+01 3.00066967e+01 3.13019745e+02 4.70699297e+04 1.86173359e+04 5.35584000e+06 -5.55874023e+03 -3.86211230e+03
38 38 8 3.00066967e+01 3.00066967e+01 2.20283844e+02 3.76482617e+04 1.44831406e+04 7.28447950e+06 9.00530957e+03 4.51075439e+03
38 38 10 3.00066967e+01 3.00066967e+01 1.90377258e+02 3.20591660e+04 1.31498955e+04 9.15218400e+06 3.91471405e+02 4.39659082e+03
38 38 12 3.00066967e+01 3.00066967e+01 1.56465820e+02 2.88105410e+04 1.16381143e+04 1.08281040e+07 1.26753418e+02 -2.73062646e+03
38 38 14 3.00066967e+01 3.00066967e+01 1.31471008e+02 2.50924668e+04 1.05238369e+04 1.26647040e+07 -8.53137329e+02 3.86983667e+03
38 38 16 3.00066967e+01 3.00066967e+01 1.04202759e+02 2.11221758e+04 9.30821094e+03 1.44171120e+07 3.17845825e+03 -9.51771179e+02
38 38 18 3.00066967e+01 3.00066967e+01 8.87933197e+01 2.04947461e+04 8.62125293e+03 1.64073360e+07 3.63012915e+03 -1.21117883e+03
38 38 20 3.00066967e+01 3.00066967e+01 7.83916702e+01 1.82888809e+04 8.15754443e+03 1.82220480e+07 2.84649561e+03 3.10551666e+02
38 38 22 3.00066967e+01 3.00066967e+01 7.16902695e+01 1.81216895e+04 7.85879346e+03 1.98474720e+07 9.75011292e+02 1.26338892e+03
38 38 24 3.00066967e+01 3.00066967e+01 6.20309181e+01 1.70046406e+04 7.42817676e+03 2.16512640e+07 1.49614404e+03 -5.62825745e+02
38 38 26 3.00066967e+01 3.00066967e+01 5.08500633e+01 1.53391748e+04 6.92973096e+03 2.37222480e+07 7.99153870e+02 1.54809158e+02
38 38 28 3.00066967e+01 3.00066967e+01 4.90490913e+01 1.52679082e+04 6.84944287e+03 2.52406560e+07 1.28423425e+03 4.62739288e+02
38 38 30 3.00066967e+01 3.00066967e+01 4.34838142e+01 1.41239570e+04 6.60134131e+03 2.71087920e+07 1.98570422e+03 -4.00832611e+02
38 38 32 3.00066967e+01 3.00066967e+01 3.97891655e+01 1.36411670e+04 6.43663232e+03 2.92021420e+07 2.61105469e+03 8.07317810e+02
38 38 34 3.00066967e+01 3.00066967e+01 3.51401558e+01 1.40709648e+04 6.22937842e+03 3.09335040e+07 1.30628931e+03 -7.77271729e+02
38 38 36 3.00066967e+01 3.00066967e+01 3.17435570e+01 1.36880449e+04 6.07795703e+03 3.26565600e+07 2.07767065e+03 1.21769580e+03
38 38 38 3.00066967e+01 3.00066967e+01 3.00066967e+01 1.28917998e+04 6.00052734e+03 3.43455600e+07 7.90579163e+02 -2.89339638e+01
40 20 20 2.68786259e+01 7.83916702e+01 7.83916702e+01 3.11950625e+04 1.01751113e+04 5.03723800e+06 2.09464492e+04 -1.18410803e+03
40 22 18 2.68786259e+01 7.16902695e+01 8.87933197e+01 3.14431211e+04 1.03400693e+04 4.88943800e+06 1.43446016e+04 4.73116016e+03
40 22 20 2.68786259e+01 7.16902695e+01 7.83916702e+01 2.90561172e+04 9.87636035e+03 1.08309180e+07 1.37058525e+04 2.21176611e+03
40 22 22 2.68786259e+01 7.16902695e+01 7.16902695e+01 2.66361895e+04 9.57761035e+03 1.20676320e+07 1.15100566e+04 1.34565356e+03
40 24 16 2.68786259e+01 6.20309181e+01 1.04202759e+02 3.11247969e+04 1.05964102e+04 4.64612600e+06 1.43874590e+04 3.93143311e+03
40 24 18 2.68786259e+01 6.20309181e+01 8.87933197e+01 2.83299688e+04 9.90945215e+03 1.06152060e+07 9.97279883e+03 2.35739355e+03
40 24 20 2.68786259e+01 6.20309181e+01 7.83916702e+01 2.58991270e+04 9.44574316e+03 1.20865210e+07 9.62532715e+03 -5.30471741e+02
40 24 22 2.68786259e+01 6.20309181e+01 7.16902695e+01 2.45068125e+04 9.14699316e+03 1.31522880e+07 7.66249512e+03 -6.29777588e+02
40 24 24 2.68786259e+01 6.20309181e+01 6.20309181e+01 2.13607617e+04 8.71637598e+03 1.43525030e+07 4.21584326e+03 -5.28421484e+03
40 26 14 2.68786259e+01 5.08500633e+01 1.31471008e+02 3.45410664e+04 1.13135908e+04 4.50469400e+06 1.78308848e+04 1.43126880e+03
40 26 16 2.68786259e+01 5.08500633e+01 1.04202759e+02 2.90615273e+04 1.00979639e+04 1.02288540e+07 1.27733945e+04 7.89321045e+02
40 26 18 2.68786259e+01 5.08500633e+01 8.87933197e+01 2.54902129e+04 9.41100684e+03 1.19150880e+07 1.02918174e+04 1.99580664e+03
40 26 20 2.68786259e+01 5.08500633e+01 7.83916702e+01 2.28156387e+04 8.94729785e+03 1.32484560e+07 5.41393750e+03 2.81740051e+02
40 26 22 2.68786259e+01 5.08500633e+01 7.16902695e+01 2.11959062e+04 8.64854688e+03 1.44211200e+07 6.86617236e+03 -1.11408679e+03
40 26 24 2.68786259e+01 5.08500633e+01 6.20309181e+01 1.98263848e+04 8.21792969e+03 1.57275120e+07 3.68201074e+03 -1.66004370e+03
40 26 26 2.68786259e+01 5.08500633e+01 5.08500633e+01 1.74396875e+04 7.71948438e+03 1.72429200e+07 3.29756592e+03 2.27159470e+02
40 28 12 2.68786259e+01 4.90490913e+01 1.56465820e+02 3.74402305e+04 1.23475791e+04 4.11109425e+06 2.01104336e+04 6.89572510e+03
40 28 14 2.68786259e+01 4.90490913e+01 1.31471008e+02 3.36907930e+04 1.12333027e+04 9.56429400e+06 2.02509941e+04 4.78682178e+03
40 28 16 2.68786259e+01 4.90490913e+01 1.04202759e+02 2.61280781e+04 1.00176758e+04 1.11362640e+07 8.94954102e+03 1.35240527e+03
40 28 18 2.68786259e+01 4.90490913e+01 8.87933197e+01 2.29314863e+04 9.33071875e+03 1.26750240e+07 5.58968066e+03 -1.29599792e+02
40 28 20 2.68786259e+01 4.90490913e+01 7.83916702e+01 2.18191758e+04 8.86700977e+03 1.40845680e+07 4.96815283e+03 -1.18942297e+03
40 28 22 2.68786259e+01 4.90490913e+01 7.16902695e+01 2.04788711e+04 8.56825879e+03 1.53409440e+07 3.70482861e+03 1.38530920e+03
40 28 24 2.68786259e+01 4.90490913e+01 6.20309181e+01 1.89677246e+04 8.13764209e+03 1.67338550e+07 2.85267749e+03 -9.62125183e+02
40 28 26 2.68786259e+01 4.90490913e+01 5.08500633e+01 1.74243184e+04 7.63919629e+03 1.83351360e+07 3.45222974e+03 4.95125885e+02
40 28 28 2.68786259e+01 4.90490913e+01 4.90490913e+01 1.69657891e+04 7.55890869e+03 1.95013200e+07 2.79502515e+03 -2.02282928e+02
40 30 10 2.68786259e+01 4.34838142e+01 1.90377258e+02 4.01096289e+04 1.36112598e+04 3.68634200e+06 2.51920645e+04 6.30284961e+03
40 30 12 2.68786259e+01 4.34838142e+01 1.56465820e+02 3.51284805e+04 1.20994775e+04 8.78650200e+06 1.71342539e+04 2.43586084e+03
40 30 14 2.68786259e+01 4.34838142e+01 1.31471008e+02 2.94404395e+04 1.09852012e+04 1.05083760e+07 1.07119209e+04 -1.29486060e+03
40 30 16 2.68786259e+01 4.34838142e+01 1.04202759e+02 2.57807207e+04 9.76957422e+03 1.19736000e+07 5.93547314e+03 -6.71926453e+02
40 30 18 2.68786259e+01 4.34838142e+01 8.87933197e+01 2.21035039e+04 9.08261719e+03 1.36168790e+07 4.75747119e+03 -2.07721143e+03
40 30 20 2.68786259e+01 4.34838142e+01 7.83916702e+01 2.11851484e+04 8.61890820e+03 1.51385760e+07 4.17875879e+03 6.10131226e+02
40 30 22 2.68786259e+01 4.34838142e+01 7.16902695e+01 1.94417090e+04 8.32015723e+03 1.64762400e+07 3.72073755e+03 1.31621475e+02
40 30 24 2.68786259e+01 4.34838142e+01 6.20309181e+01 1.83945430e+04 7.88954053e+03 1.79711040e+07 1.44599036e+03 1.11764819e+03
40 30 26 2.68786259e+01 4.34838142e+01 5.08500633e+01 1.68809609e+04 7.39109473e+03 1.96990320e+07 1.54539697e+03 -4.37031647e+02
40 30 28 2.68786259e+01 4.34838142e+01 4.90490913e+01 1.62079766e+04 7.31080664e+03 2.09469600e+07 2.04209863e+03 4.78742554e+02
40 30 30 2.68786259e+01 4.34838142e+01 4.34838142e+01 1.55915996e+04 7.06270508e+03 2.25160080e+07 8.82018250e+02 -9.85218262e+02
40 32 8 2.68786259e+01 3.97891655e+01 2.20283844e+02 4.53930977e+04 1.47797959e+04 3.11455400e+06 1.14574717e+04 8.62139526e+02
40 32 10 2.68786259e+01 3.97891655e+01 1.90377258e+02 4.00862070e+04 1.34465508e+04 7.98490200e+06 1.18433164e+04 -2.32677734e+02
40 32 12 2.68786259e+01 3.97891655e+01 1.56465820e+02 3.17290586e+04 1.19347686e+04 9.68772000e+06 8.80422754e+03 -1.95880396e+03
40 32 14 2.68786259e+01 3.97891655e+01 1.31471008e+02 2.77783164e+04 1.08204922e+04 1.13199120e+07 8.72781152e+03 9.69998718e+02
40 32 16 2.68786259e+01 3.97891655e+01 1.04202759e+02 2.40150059e+04 9.60486523e+03 1.28966390e+07 6.04142432e+03 -3.99897858e+02
40 32 18 2.68786259e+01 3.97891655e+01 8.87933197e+01 2.12229238e+04 8.91790820e+03 1.46617440e+07 4.60350293e+03 9.06497009e+02
40 32 20 2.68786259e+01 3.97891655e+01 7.83916702e+01 1.98952559e+04 8.45419922e+03 1.63025040e+07 4.02997949e+03 7.71365112e+02
40 32 22 2.68786259e+01 3.97891655e+01 7.16902695e+01 1.86417559e+04 8.15544873e+03 1.77407040e+07 3.11004810e+03 -1.74840027e+02
40 32 24 2.68786259e+01 3.97891655e+01 6.20309181e+01 1.77850000e+04 7.72483203e+03 1.93565520e+07 2.80594800e+03 -4.76651421e+01
40 32 26 2.68786259e+01 3.97891655e+01 5.08500633e+01 1.61563574e+04 7.22638574e+03 2.12202720e+07 1.64390979e+03 1.24090576e+03
40 32 28 2.68786259e+01 3.97891655e+01 4.90490913e+01 1.61594990e+04 7.14609814e+03 2.25640560e+07 1.18927185e+03 -2.38333664e+02
40 32 30 2.68786259e+01 3.97891655e+01 4.34838142e+01 1.54281650e+04 6.89799609e+03 2.42417300e+07 1.20857092e+03 2.56607025e+02
40 32 32 2.68786259e+01 3.97891655e+01 3.97891655e+01 1.44231279e+04 6.73328760e+03 2.61082080e+07 1.22416064e+03 -6.33371216e+02
40 34 6 2.68786259e+01 3.51401558e+01 3.13019745e+02 5.18861328e+04 1.87067383e+04 2.42667800e+06 2.57602832e+04 -9.70231348e+03
40 34 8 2.68786259e+01 3.51401558e+01 2.20283844e+02 4.01955586e+04 1.45725420e+04 6.73423750e+06 1.40324346e+04 -3.70683179e+03
40 34 10 2.68786259e+01 3.51401558e+01 1.90377258e+02 3.41109297e+04 1.32392969e+04 8.66714400e+06 8.20929297e+03 -4.89814014e+03
40 34 12 2.68786259e+01 3.51401558e+01 1.56465820e+02 2.95153613e+04 1.17275146e+04 1.02663120e+07 6.78290283e+03 -2.20030078e+03
40 34 14 2.68786259e+01 3.51401558e+01 1.31471008e+02 2.56383477e+04 1.06132383e+04 1.20053040e+07 4.47290186e+03 -9.36083740e+02
40 34 16 2.68786259e+01 3.51401558e+01 1.04202759e+02 2.25451602e+04 9.39761133e+03 1.36556880e+07 3.92317700e+03 -1.45734741e+03
40 34 18 2.68786259e+01 3.51401558e+01 8.87933197e+01 2.04935508e+04 8.71065430e+03 1.55416080e+07 2.90000244e+03 -2.03490466e+03
40 34 20 2.68786259e+01 3.51401558e+01 7.83916702e+01 1.91635371e+04 8.24694531e+03 1.72705680e+07 2.94244946e+03 -9.00795715e+02
40 34 22 2.68786259e+01 3.51401558e+01 7.16902695e+01 1.80421055e+04 7.94819482e+03 1.88042400e+07 4.04282251e+03 9.02747925e+02
40 34 24 2.68786259e+01 3.51401558e+01 6.20309181e+01 1.72587246e+04 7.51757764e+03 2.05084560e+07 2.60089795e+03 -2.31476013e+02
40 34 26 2.68786259e+01 3.51401558e+01 5.08500633e+01 1.57064004e+04 7.01913184e+03 2.24846640e+07 1.64912561e+03 -1.10890552e+03
40 34 28 2.68786259e+01 3.51401558e+01 4.90490913e+01 1.58818838e+04 6.93884375e+03 2.39104080e+07 1.18558838e+03 -6.40241337e+00
40 34 30 2.68786259e+01 3.51401558e+01 4.34838142e+01 1.41356455e+04 6.69074219e+03 2.56880900e+07 1.42661768e+03 -7.10636963e+02
40 34 32 2.68786259e+01 3.51401558e+01 3.97891655e+01 1.42055977e+04 6.52603369e+03 2.76594220e+07 9.72587036e+02 8.34710449e+02
40 34 34 2.68786259e+01 3.51401558e+01 3.51401558e+01 1.36302158e+04 6.31877930e+03 2.93218560e+07 8.41304688e+02 -7.83493042e+02
40 36 4 2.68786259e+01 3.17435570e+01 3.98782349e+02 6.53182188e+04 2.23786387e+04 1.72856612e+06 1.96760840e+04 -9.79367090e+03
40 36 6 2.68786259e+01 3.17435570e+01 3.13019745e+02 5.06712656e+04 1.85553164e+04 5.22288600e+06 1.55323115e+04 1.49540173e+03
40 36 8 2.68786259e+01 3.17435570e+01 2.20283844e+02 3.75207852e+04 1.44211201e+04 7.28244000e+06 9.99015918e+03 1.89686243e+03
40 36 10 2.68786259e+01 3.17435570e+01 1.90377258e+02 3.33357031e+04 1.30878750e+04 9.15168000e+06 9.24560938e+03 3.05671362e+03
40 36 12 2.68786259e+01 3.17435570e+01 1.56465820e+02 2.82295801e+04 1.15760928e+04 1.08279120e+07 2.66374731e+03 -8.08331299e+02
40 36 14 2.68786259e+01 3.17435570e+01 1.31471008e+02 2.45810020e+04 1.04618164e+04 1.26594480e+07 1.16307141e+03 -6.41618042e+02
40 36 16 2.68786259e+01 3.17435570e+01 1.04202759e+02 2.20307051e+04 9.24618945e+03 1.44130320e+07 4.80509863e+03 -2.55643115e+03
40 36 18 2.68786259e+01 3.17435570e+01 8.87933197e+01 1.98753945e+04 8.55923242e+03 1.63956710e+07 2.45671436e+03 -2.08842090e+03
40 36 20 2.68786259e+01 3.17435570e+01 7.83916702e+01 1.85121895e+04 8.09552344e+03 1.82188800e+07 2.65089697e+03 -1.89214404e+03
40 36 22 2.68786259e+01 3.17435570e+01 7.16902695e+01 1.79844199e+04 7.79677295e+03 1.98475680e+07 4.15415088e+03 -4.82395447e+02
40 36 24 2.68786259e+01 3.17435570e+01 6.20309181e+01 1.59465088e+04 7.36615625e+03 2.16393120e+07 7.26586670e+02 -8.87121277e+02
40 36 26 2.68786259e+01 3.17435570e+01 5.08500633e+01 1.49932275e+04 6.86771045e+03 2.37211180e+07 1.87161865e+03 1.27870032e+03
40 36 28 2.68786259e+01 3.17435570e+01 4.90490913e+01 1.49038662e+04 6.78742236e+03 2.52315600e+07 6.61373901e+02 -8.47013855e+02
40 36 30 2.68786259e+01 3.17435570e+01 4.34838142e+01 1.43149385e+04 6.53932080e+03 2.71065840e+07 2.10820142e+03 1.23916756e+02
40 36 32 2.68786259e+01 3.17435570e+01 3.97891655e+01 1.36450996e+04 6.37461182e+03 2.91902180e+07 7.59190491e+02 -6.94962219e+02
40 36 34 2.68786259e+01 3.17435570e+01 3.51401558e+01 1.34845352e+04 6.16735791e+03 3.09329040e+07 1.06188049e+03 -1.40403395e+01
40 36 36 2.68786259e+01 3.17435570e+01 3.17435570e+01 1.34635996e+04 6.01593652e+03 3.26384160e+07 1.08684448e+03 5.87507812e+02
40 38 2 2.68786259e+01 3.00066967e+01 6.35353516e+02 9.28856406e+04 3.28476211e+04 8.49751938e+05 2.28446914e+04 1.12478809e+04
40 38 4 2.68786259e+01 3.00066967e+01 3.98782349e+02 6.14075703e+04 2.23012090e+04 3.68895025e+06 2.75328926e+04 1.62475562e+03
40 38 6 2.68786259e+01 3.00066967e+01 3.13019745e+02 4.91737578e+04 1.84778867e+04 5.62557600e+06 5.82625146e+03 -5.10459619e+03
40 38 8 2.68786259e+01 3.00066967e+01 2.20283844e+02 3.57624492e+04 1.43436904e+04 7.66699200e+06 7.09590430e+03 -3.53652295e+03
40 38 10 2.68786259e+01 3.00066967e+01 1.90377258e+02 3.22017598e+04 1.30104453e+04 9.62671200e+06 5.99745654e+03 4.73946631e+03
40 38 12 2.68786259e+01 3.00066967e+01 1.56465820e+02 2.70504629e+04 1.14986631e+04 1.14027120e+07 3.11293433e+03 2.35400635e+03
40 38 14 2.68786259e+01 3.00066967e+01 1.31471008e+02 2.46653516e+04 1.03843867e+04 1.33227600e+07 3.83918530e+03 -8.61596619e+02
40 38 16 2.68786259e+01 3.00066967e+01 1.04202759e+02 2.18844141e+04 9.16875977e+03 1.51677610e+07 1.89557007e+03 -2.83159937e+03
40 38 18 2.68786259e+01 3.00066967e+01 8.87933197e+01 1.91337559e+04 8.48180273e+03 1.72568640e+07 5.09352661e+02 -5.67646667e+02
40 38 20 2.68786259e+01 3.00066967e+01 7.83916702e+01 1.78474883e+04 8.01809375e+03 1.91868480e+07 1.99439771e+03 -1.80484753e+03
40 38 22 2.68786259e+01 3.00066967e+01 7.16902695e+01 1.74613848e+04 7.71934326e+03 2.08802160e+07 1.14856738e+03 8.16125717e+01
40 38 24 2.68786259e+01 3.00066967e+01 6.20309181e+01 1.64449375e+04 7.28872656e+03 2.27798400e+07 3.73695923e+03 9.49873596e+02
40 38 26 2.68786259e+01 3.00066967e+01 5.08500633e+01 1.46932549e+04 6.79028027e+03 2.49676320e+07 2.01530396e+03 -1.32175366e+03
40 38 28 2.68786259e+01 3.00066967e+01 4.90490913e+01 1.51690420e+04 6.70999268e+03 2.65559280e+07 1.50219812e+03 5.74756714e+02
40 38 30 2.68786259e+01 3.00066967e+01 4.34838142e+01 1.40023291e+04 6.46189111e+03 2.85250560e+07 4.57722816e+01 -1.77441699e+03
40 38 32 2.68786259e+01 3.00066967e+01 3.97891655e+01 1.34788535e+04 6.29718213e+03 3.07217280e+07 8.63075317e+02 -2.25685410e+02
40 38 34 2.68786259e+01 3.00066967e+01 3.51401558e+01 1.33163555e+04 6.08992822e+03 3.25559780e+07 6.41169312e+02 6.47300049e+02
40 38 36 2.68786259e+01 3.00066967e+01 3.17435570e+01 1.27893691e+04 5.93850635e+03 3.43501920e+07 1.16206836e+03 -9.63889526e+02
40 38 38 2.68786259e+01 3.00066967e+01 3.00066967e+01 1.30107949e+04 5.86107666e+03 3.61592640e+07 7.36070923e+02 6.67274963e+02
40 40 2 2.68786259e+01 2.68786259e+01 6.35353516e+02 8.83887969e+04 3.27081719e+04 1.60279200e+06 9.81996875e+03 -1.79072832e+04
40 40 4 2.68786259e+01 2.68786259e+01 3.98782349e+02 5.69935508e+04 2.21617598e+04 3.97617575e+06 8.53732227e+03 1.12463350e+04
40 40 6 2.68786259e+01 2.68786259e+01 3.13019745e+02 4.38792812e+04 1.83384355e+04 5.92440000e+06 -1.07294116e+03 -2.79101538e+03
40 40 8 2.68786259e+01 2.68786259e+01 2.20283844e+02 3.46602188e+04 1.42042402e+04 8.06380850e+06 4.72357031e+03 2.48602881e+03
40 40 10 2.68786259e+01 2.68786259e+01 1.90377258e+02 2.99807637e+04 1.28709951e+04 1.01346480e+07 2.84004663e+03 -5.48804736e+03
40 40 12 2.68786259e+01 2.68786259e+01 1.56465820e+02 2.62324824e+04 1.13592129e+04 1.19936640e+07 6.86201660e+02 1.25543665e+03
40 40 14 2.68786259e+01 2.68786259e+01 1.31471008e+02 2.44307793e+04 1.02449365e+04 1.40158080e+07 1.36350732e+03 3.21015649e+03
40 40 16 2.68786259e+01 2.68786259e+01 1.04202759e+02 2.06635020e+04 9.02930957e+03 1.59654000e+07 2.83892529e+03 1.24505566e+03
40 40 18 2.68786259e+01 2.68786259e+01 8.87933197e+01 1.84603789e+04 8.34235254e+03 1.81579920e+07 4.66052051e+03 3.52847137e+02
40 40 20 2.68786259e+01 2.68786259e+01 7.83916702e+01 1.74043105e+04 7.87864355e+03 2.01835200e+07 7.02681152e+02 -2.00566125e+03
40 40 22 2.68786259e+01 2.68786259e+01 7.16902695e+01 1.68802207e+04 7.57989307e+03 2.19757200e+07 2.98139868e+03 -1.04294092e+03
40 40 24 2.68786259e+01 2.68786259e+01 6.20309181e+01 1.51945703e+04 7.14927637e+03 2.39749660e+07 1.53906873e+03 -8.02929321e+02
40 40 26 2.68786259e+01 2.68786259e+01 5.08500633e+01 1.39813496e+04 6.65083008e+03 2.62678560e+07 2.56342114e+03 8.51750732e+02
40 40 28 2.68786259e+01 2.68786259e+01 4.90490913e+01 1.46356768e+04 6.57054248e+03 2.79295200e+07 1.72564966e+03 -1.80373596e+02
40 40 30 2.68786259e+01 2.68786259e+01 4.34838142e+01 1.39898213e+04 6.32244043e+03 3.00190560e+07 3.44684326e+03 3.08095459e+02
40 40 32 2.68786259e+01 2.68786259e+01 3.97891655e+01 1.30296807e+04 6.15773193e+03 3.23377440e+07 1.43616382e+03 -1.06622753e+01
40 40 34 2.68786259e+01 2.68786259e+01 3.51401558e+01 1.26882344e+04 5.95047754e+03 3.42530880e+07 1.91674829e+03 8.06309509e+02
40 40 36 2.68786259e+01 2.68786259e+01 3.17435570e+01 1.26096807e+04 5.79905615e+03 3.61470720e+07 5.68418091e+02 3.14818935e+01
40 40 38 2.68786259e+01 2.68786259e+01 3.00066967e+01 1.19101250e+04 5.72162646e+03 3.80439600e+07 7.78609070e+02 1.44779007e+02
40 40 40 2.68786259e+01 2.68786259e+01 2.68786259e+01 1.15905615e+04 5.58217627e+03 4.00431840e+07 1.46845593e+03 8.84972778e+02
42 22 20 2.54030800e+01 7.16902695e+01 7.83916702e+01 2.90664062e+04 9.81058008e+03 5.79120200e+06 1.14542871e+04 8.79816345e+02
42 22 22 2.54030800e+01 7.16902695e+01 7.16902695e+01 2.70106836e+04 9.51182910e+03 1.24461300e+07 1.02310752e+04 2.59757300e+03
42 24 18 2.54030800e+01 6.20309181e+01 8.87933197e+01 2.86493594e+04 9.84367188e+03 5.58942200e+06 1.47667510e+04 4.67569580e+03
42 24 20 2.54030800e+01 6.20309181e+01 7.83916702e+01 2.66666191e+04 9.37996289e+03 1.24575180e+07 1.16595527e+04 2.05606396e+03
42 24 22 2.54030800e+01 6.20309181e+01 7.16902695e+01 2.49311445e+04 9.08121289e+03 1.38914390e+07 1.06997451e+04 1.48972620e+03
42 24 24 2.54030800e+01 6.20309181e+01 6.20309181e+01 2.22970117e+04 8.65059570e+03 1.51425590e+07 3.00758618e+03 2.82723120e+03
42 26 16 2.54030800e+01 5.08500633e+01 1.04202759e+02 2.94030762e+04 1.00321836e+04 5.39101400e+06 1.66189805e+04 5.15153809e+03
42 26 18 2.54030800e+01 5.08500633e+01 8.87933197e+01 2.58991133e+04 9.34522559e+03 1.22734860e+07 1.15744307e+04 6.67567383e+03
42 26 20 2.54030800e+01 5.08500633e+01 7.83916702e+01 2.44420391e+04 8.88151758e+03 1.39790400e+07 9.44341504e+03 2.60485571e+03
42 26 22 2.54030800e+01 5.08500633e+01 7.16902695e+01 2.10044785e+04 8.58276660e+03 1.52158800e+07 6.27342432e+03 -3.89346436e+02
42 26 24 2.54030800e+01 5.08500633e+01 6.20309181e+01 1.96365332e+04 8.15214990e+03 1.66022400e+07 3.14492285e+03 -1.54261511e+03
42 26 26 2.54030800e+01 5.08500633e+01 5.08500633e+01 1.76069160e+04 7.65370361e+03 1.81937760e+07 3.73940649e+03 -4.76634338e+02
42 28 14 2.54030800e+01 4.90490913e+01 1.31471008e+02 3.22184004e+04 1.11675225e+04 5.06007800e+06 1.71005117e+04 5.76181787e+03
42 28 16 2.54030800e+01 4.90490913e+01 1.04202759e+02 2.91151270e+04 9.95189551e+03 1.14836700e+07 1.22993623e+04 1.29654272e+03
42 28 18 2.54030800e+01 4.90490913e+01 8.87933197e+01 2.46452578e+04 9.26493848e+03 1.33724400e+07 9.56403906e+03 1.84850012e+03
